,name,username,tweetid,time,tweets,fanboy
360,￼,F0LK1E,752670615799234560,7/12/2016 1:07:13 AM,RT @DailyMail: U.S. soldier plays #PokemonGO on the battlefield in Iraq http://www.dailymail.co.uk/news/article-3685470/Daesh-come-challenge-Pokemon-battle-U-S-soldier-fighting-ISIS-takes-screen-shot-playing-Pokemon-battlefield-Iraq.html pic.twitter.com/ERU9aWKDZu,0
361,David Phinney,davidphinney,752653748997021696,7/12/2016 12:00:12 AM,U.S. to send more troops to Iraq ahead of Mosul offensive http://www.reuters.com/article/us-mideast-crisis-iraq-usa-idUSKCN0ZR0LT via @Reuters,0
362,Milk Sheikh,MilkSheikh2,7258,3/9/2016 2:07,3. But from Sharia perspective they are legitimate target since they are the soldiers of Taghout & Abstaining group ,1
363,Free John Cantlie,CantlieUK,752620601521692672,7/11/2016 9:48:29 PM,"@David_Cameron before you go, please could you retweet this for John Cantlie held by ISIS for nearly 4 years  https://petition.parliament.uk/petitions/120967",0
364,Sarah Jamina Rosales,czarminafied,750137129481613312,7/5/2016 1:20:03 AM,"Nobody, now, is saying that ISIS is Islam/ic but if they claim to be one, you can't take that away from them.",0
365,War BreakingNews,warrnews,16316,5/8/2016 6:57,The last words of a 16yr. Old #Hamas Suicide Bomber in #Gaza. Killed dozens of isrseli Soldiers in a Tunnel. 2014. https://www.facebook.com/unsupportedbrowser ,1
366,Sharon Moore,4equalityMoore,750138794817441793,7/5/2016 1:26:40 AM,RT @CodeAud: #ISIS month of pain for civilians claims 830 lives in just 4 weeks of Ramadan. http://www.dailymail.co.uk/news/article-3673721/Islamic-State-s-four-weeks-pain-infidels-claim-800-lives-Huge-death-toll-attacks-Iraq-Bangladesh-following-Islamists-call-slaughtering-Ramadan.html pic.twitter.com/O0UCPPnyjL,0
367,Ayush Diwan,ayushdiwan96,752492829822386176,7/11/2016 1:20:45 PM,RT @davidfrawleyved: Killing of terrorist leader in Kashmir seems to draw more sympathy from India 's media than recent victims of ISIS in n…,0
368,monica *:･ﾟ✧*:,jaspsoli,750056216588591104,7/4/2016 7:58:32 PM,"RT @exposedan: #PrayForMadinah Isis bombed one of the holiest places of Islam, during Ramadan, y'all continue to call Isis Muslims+all Musl…",0
369,LIl gou,lil_gou,750080849006166016,7/4/2016 9:36:24 PM,"RT @GLookathat: Qd on leur expliquait c'est quoi daesh c'est quoi les takfir le wahhabisme il criait à l '  "" islamophobie ""  maintenant que Méd…",0
370,⌡∅2☮UntiEarthUtdGovt,jonny_rayden,749910061623840768,7/4/2016 10:17:46 AM,RT @nobuhura: RT “ @nobuhura 後藤さん殺害動画によるISILのメッセージ 「安倍総理よ無謀な戦争に参加するお前の無謀な決断により このナイフはケンジを殺すだけでなく お前の国民がいれば どこででも殺戮を続けるだろう 日本の悪夢が始まる」  http://t…,0
371,boulbi,AfricanMaguy,752438361114181632,7/11/2016 9:44:19 AM,RT @TapsBaaby: Bref ceux qui sont a la fanzone snapper quand y'a daesh,0
372,cunmarket.com,ebscbwi,752517625960239106,7/11/2016 2:59:17 PM,"RT @KenRoth: ISIS Twitter traffic reportedly down 45% as people learn ugly reality of the  "" caliphate. "" http://bigstory.ap.org/article/21c9eb68e6294bdfa0a099a0632b8056/ap-exclusive-islamic-states-twitter-traffic-plunges https://t.co…",0
373,Tinky Dan Dan,Gelistarr,752528902870953984,7/11/2016 3:44:06 PM,"RT @UrbanLePharaon: Les gens qui disent  "" Daesh si vous cherchez une destination Lisbonne c'est pas mal ""  vous êtes grave dans l'excès c même…",0
374,Ala,Asassila,750033672108027904,7/4/2016 6:28:57 PM,RT @carolmalouf: No #Muslim would ever commit a crime against #Islam holiest shrine during the holy month of #ramadan .  #ISIS are terrori…,0
375,AGCcommunication,AGCsegreteria,752665827107758080,7/12/2016 12:48:11 AM,Liaisons dangereuses tra Hamas e DAESH http://agccommunication.eu/component/content/article/89-regoledingaggio/14994-hamas-daesh-standard-relazioni ,0
376,rajchakraborty,rajchak94993148,749963779593506817,7/4/2016 1:51:13 PM,@ReutersTV its really sad should be strict on the islamic country 's mostly those country s which support the isis terrorist,0
377,Ham,ThatClaptHijabi,750031366784516096,7/4/2016 6:19:47 PM,"RT @JimmyErricson: Who said isis bombed madina?  No one did, not a single news agency did, yet here you are conditioned to believe they did…",0
378,ميفان كفاح,1E28vjFKqOnQJ40,752567199181705216,7/11/2016 6:16:16 PM,"RT @jenanmoussa: Lamiya is an 18yr old Yazidi girl. While  escaping her ISIS enslavers, a mine exploded killing 2 girls fleeing w/her https…",0
379,Slane ༼ຈل͜ຈ༽,Slane420,752615187337752577,7/11/2016 9:26:58 PM,#AllLivesDidntMatter even today where ISIS is slaughtering so many yazidi christians and obama is doing not a damn fucking thing about it!,0
380,José Rodriguez,JRodriguez2461,752679123701665792,7/12/2016 1:41:01 AM,"RT @dpiloncita: #L6Nmentirasirak Confirmado que el trio de las AZORES fueron los  "" culpables ""  del #Daesh http://www.eldiario.es/theguardian/Documentos-inteligencia-Irak-contribuyo-Islamico_0_535097080.html … https://t…",0
381,यूथ इंडिया एसोसिएशन,YiAOrg,749926533175791616,7/4/2016 11:23:13 AM,RT @AsYouNotWish: Moderate Muslims distribute leaflets with ISIS flags & Shariah DOs & DON'Ts for non-Muslims in North Bengal (India). http…,0
382,Mohamed Naseem,NaseemAhmed50,11043,4/6/2016 13:29,"RT @7layers_: ""The government electrocuted & tortured my 4 month old baby to death"" #Syria -via @FahrezaBn https://twitter.com/7layers_/status/717693511961866240/photo/1 ",1
383,Free Rider Family,FreeRiderFamily,752452303173488641,7/11/2016 10:39:43 AM,"#ShareNews U.S intel warns: ISIS not desperate, just 'adapting ' http://www.cnn.com/2016/07/11/politics/isis-us-intelligence/index.html ",0
384,MEED,meeddubai,752504803880603648,7/11/2016 2:08:20 PM,Isis loses 12 per cent of territory http://www.meed.com/sectors/government/isis-loses-12-per-cent-of-territory/5006136.article ,0
385,Brendan O'Kelly,yllekonadnerb,752489870510161920,7/11/2016 1:09:00 PM,RT @RealFKNNews: Media Blacks Out Pentagon Report Exposing U.S. Role In ISIS Creation - http://www.mintpressnews.com pic.twitter.com/Bx4XHj6aOs,0
386,Pak Trends,PakTrendsIn,749934532032421888,7/4/2016 11:55:00 AM,aimaaZaidi: #BangladeshSnubbedIndia The world should take action against India harbouring nurseries of ISIS in Asia pic.twitter.com/XEyAsm81AV,0
387,Carl Nielsen,nielsenlink,752441626350411776,7/11/2016 9:57:18 AM,ISIS influence on the decline as terrorists lose Twitter battles http://www.cnet.com/news/isis-influence-twitter-on-the-decline-us-state-department/ #tech #news,0
388,Capt Coffinshaker,coffinshaker69,752603099991187456,7/11/2016 8:38:56 PM,RT @WauchulaGhost: Obama 's admin? Pretty bad when @Potus Claims the work of #Anonymous #GhostOfNoNation http://www.cbsnews.com/news/obama-administration-isis-is-losing-ground-on-twitter/,0
389,giovanni cale,giancalex,752652600508551168,7/11/2016 11:55:38 PM,"RT @GianandreaGaian: Bugia #Nato: invia aerei radar Awacs per controllo cieli Siria  “ in aiuto Coalizione contro Isis ” . Contro russi forse,…",0
390,stellar,stellaartois95,752531171700006912,7/11/2016 3:53:07 PM,"RT @TheOfficePicts: Jim: I need your help taking down ISIS. Roy: Man, I’ve been out of the game too long. Jim: They’ve got Pam… https://t.c…",0
391,Hira,OddEnigma,750029025997836288,7/4/2016 6:10:29 PM,RT @AliG684: When will the world realize #Muslims are the primary people getting hurt by ISIS?? #Medina,0
392,Black Mamba,pikipues,752623090555756544,7/11/2016 9:58:22 PM,Donde esta ISIS cuando lo necesitamos?,0
393,Nat Turn-Up,XyzMalcolm,752432015350398976,7/11/2016 9:19:06 AM,@thesource . and the killer cop walks..talk about a twisted society. No wonder ISIS hates this country.,0
394,Office of DB,mirzadawarbaig,750003528903561217,7/4/2016 4:29:10 PM,@kamaalrkhan WTF ??muslims never do that. ISIS and all are only terrorist they have no links of islam..they are shit..,0
395,e,harrystaylor_,749953563426717696,7/4/2016 1:10:37 PM,"RT @AJEnglish: BREAKING: 131 people killed, 200 wounded in ISIL Baghdad bombing http://www.aljazeera.com/news/2016/07/iraq-baghdad-bombings-kill-23-160703045945293.html ",0
396,Afiqah Amelin,afiqahamelin12,750082624702468096,7/4/2016 9:43:28 PM,RT @faqqrulfahmi: Islam is a religion of peace. Why you calling terrorists(ISIS DAESH) 'muslim ' when they attack muslim cities and countrie…,0
397,☞R.J.Dauhan.MPT.SH☜,Rappard_Dauhan,750134119351226368,7/5/2016 1:08:05 AM,"RT @radarlampung: Teror Ketiga, ISIS Diduga Otaki Pemboman Madinah  http://radarlampung.co.id/read/2016/07/05/teror-ketiga-isis-diduga-otaki-pemboman-madinah/ pic.twitter.com/p6fLQcsHrD",0
398,Robert Canum Sr.,stripman55,750138479632191489,7/5/2016 1:25:25 AM,"RT @MrEdTrain: Check out the ISIS Kill list to see if you or a friend might be on it, The FBI is to busy with Hillary to inform u https://t…",0
399,Blue Ex-GOP R.A.T.,hopingforachang,752574701839474688,7/11/2016 6:46:05 PM,"RT @borsato79: New Black Panthers - Blacks Need to Migrate to South, Form 'Country Within a Country ' http://www.breitbart.com/big-government/2016/07/10/exclusive-new-black-panther-leader-country-within/ that 's kind…",0
400,Bhakchodu,bhakkchod,752478767096819712,7/11/2016 12:24:53 PM,"RT @UrchinSpock: .BREAKING: Hindu Converted #ISIS #Muslim girl was indoctrinated by #ZakirNaik, reveals hapless Mother https://t.co/UpYoTnV…",0
401,Nick Bean,SmicerVladimir,749891745962397696,7/4/2016 9:04:59 AM,"RT @Ayeshaspeaksnow: When you associate #ISIS to Islam,spare a second and read this. #FaraazHossain : a true Muslim.. https://t.co/owduycVj…",0
402,guard #8268921B,OnlineVagabond,750145792778727424,7/5/2016 1:54:28 AM,"@Women_Truths @Imaconsumer  Oh look, more isis sympathizers.  Aim the fireworks at the poor people houses. pic.twitter.com/MeczKFor09",0
403,y,blurryfacetwd,750098601162973184,7/4/2016 10:46:57 PM,RT @antoniodelotero: ISIS is bombing Muslims in Muslim countries in the holy month of Ramadan - yet some people still say ISIS represents I…,0
404,Mark Dorothy,WorldPolitics4u,752503852436447232,7/11/2016 2:04:33 PM,http://edition.cnn.com/2016/07/11/middleeast/iraq-mosul-isis-conflict-explainer/index.html Will ISIS be pushed easily from Mosul after 'mother of all battles'?,0
405,Ralph Hamon,ralo2266,749919525366292480,7/4/2016 10:55:22 AM,RT @RTenfrancais: #Turquie pourrait laisser la #Russie utiliser sa base aérienne pour combattre #Daesh https://francais.rt.com/international/23219-diplomatie-turque-ankara-pourrait-laisser-moscou-utiliser-sa-base https://t.co…,0
406,Fernando thomas,darkovic77,749991974254567424,7/4/2016 3:43:15 PM,"Hallan 5 toneladas de nitrato de amonio en Faluya, legado de EIIL - http://htv.mx/NKo",0
407,봄야님,XxxBomya,752538462004256768,7/11/2016 4:22:05 PM,RT @VOA_Extremism: Iraqi Forces Say Recapture Airbase on Way to Mosul http://www.voanews.com/content/iraqi-forces-say-recapture-airbase-on-way-to-mosul/3411529.html,0
408,War BreakingNews,warrnews,11022,4/6/2016 11:04,#Iraqi Airforce claims to have killed 80 #IS Militants near #Baiji ,1
409,jelaipa,jelaipa,750017467402027009,7/4/2016 5:24:33 PM,"RT @Fawkes_Family: La ville ravagée d'#Alep, en #Syrie, vue depuis sa citadelle. Grosse pensée à ceux morts sous l'emprise de #Daesh https:…",0
410,PATRICIA STOCKMAN,pesb2012,752547796067115008,7/11/2016 4:59:10 PM,South Africa Charges Twins Over Plot to Attack U.S. Embassy and Join ISIS http://www.nytimes.com/2016/07/12/world/africa/south-africa-islamic-state.html ,0
411,Alex,space_mambo,752535292691656704,7/11/2016 4:09:29 PM,"No, ISIS just wants *you* dead. https://twitter.com/cloydrivers/status/752525408134762496",0
412,Aleppo24,24Aleppo,752619320342147072,7/11/2016 9:43:23 PM,#Daesh opened new religion center for women in #Maskana  #A24 pic.twitter.com/5Lj4mDeFtM,0
413,Beurujuk,beurujuk,752629187286929412,7/11/2016 10:22:36 PM,Menhan AS Tiba di Irak untuk Bahas Upaya Kalahkan ISIS https://www.islampos.com/288151-288151/ pic.twitter.com/CTSsBdpZVW,0
414,Mary Berry Fans,maryberry_fans,749891002811486208,7/4/2016 9:02:02 AM,Dhaka terror attack points to a tactical shift by Islamic State #islamist https://dragplus.com/post/id/36611329,0
415,Laura Baris,LauraBaris,750054984725635072,7/4/2016 7:53:38 PM,"U.S. Citizen Killed in Bangladesh Terror Attack, Hostages Tested on Koran - http://www.peoplespunditdaily.com/news/world/2016/07/02/u-s-citizen-killed-bangladesh-terror-attack-hostages-tested-koran/ #Bangladesh #ISIS",0
416,Diario El Mercurio,mercurioec,749938339957047296,7/4/2016 12:10:08 PM,El atentado de ISIS en Bagdad dejó más de 200 muertos pic.twitter.com/TKl1AlAbDI,0
417,Biswanath Halder,Biley2010,750041834915819520,7/4/2016 7:01:23 PM,@charmerxara333 . u ppl r really sick..do u want to teach them ISIS teachings..hw 2 kill innocent ppl,0
418,Ibni Haneefah,_IshfaqAhmad,3060,2/5/2016 6:28,@strawberriiiiiy true ,1
419,Netfancy **190K**,brownjan56,752476437647593473,7/11/2016 12:15:37 PM,The full horrors of Isis are only just coming to light - and the ongoing battle is far from. http://linkis.com/nNe7B via @KontraZla,0
420,Andrea,andrealegato1,752550977861918720,7/11/2016 5:11:49 PM,RT @aguywithnolife: isis doesn't stand a chance pic.twitter.com/LFvqiHhGUQ,0
421,Leo Martinelli,leosadako,749919517501972480,7/4/2016 10:55:20 AM,RT @mathieuvonrohr: The worst ISIS attack in days is the one the world probably cares least about https://www.washingtonpost.com/news/worldviews/wp/2016/07/03/the-worst-alleged-isis-attack-in-days-is-the-one-the-world-probably-cares-least-about/?tid=sm_tw,0
422,Gameela.,Gameelaa_,750073683293634561,7/4/2016 9:07:56 PM,RT @saintzes: ISIS literally attacked the prophet 's MOSQUE AND CITY what more proof do y'all need that they are in no way related to Islam…,0
423,Fouino,FouinY__,752572197160509440,7/11/2016 6:36:08 PM,"RT @zaksnow:  "" Rejoindre Daesh pour les nuls ""  https://twitter.com/ntmcflurry/status/752490346093785088",0
424,#الشعب_بيحبك_يا_سيسي,ibibars1,750003868508033025,7/4/2016 4:30:31 PM,ISIS claims Baghdad bombing; 200 dead http://fb.me/2syGH8rQz,0
425,steve,che__guevara___,752455864196431872,7/11/2016 10:53:52 AM,"RT @info_Rojava: Depuis les attentas d'Istanbul, le régime turc a accéléré ses attaques contre les kurdes des Syrie et ses aides à Daesh co…",0
426,RT France,RTenfrancais,752438139415883776,7/11/2016 9:43:26 AM,L'armée irakienne a éliminé 1 important membre de #Daesh grâce à une frappe aérienne &gt;&gt;&gt; https://francais.rt.com/international/23548-haut-grade-daesh-18-terroristes pic.twitter.com/63y2nHzbs8,0
427,CNN,CNN,752442853880627200,7/11/2016 10:02:10 AM,RT @cnnbrk: US Defense Secretary Carter in Baghdad to discuss plans to retake Mosul from ISIS. http://www.cnn.com/2016/07/11/politics/ash-carter-baghdad/index.html https://t.co/QiWwvds…,0
428,BOB,picexec,752432976193990658,7/11/2016 9:22:55 AM,Carter: US Will Use Iraq City as Base to Retake Mosul - ABC News: ABC NewsCarter: US Will Use Iraq City as Ba. http://abcnews.go.com/International/wireStory/carter-us-iraq-city-base-retake-mosul-40484419 ,0
429,David garza,Davidga07178423,749947877250641921,7/4/2016 12:48:01 PM,RT @PaulBabeuAZ: ISIS is on the run? The only ones running from anything are the Liberals running from reality. http://www.foxnews.com/politics/2016/06/29/defies-reality-kerry-takes-heat-for-claiming-airport-attack-sign-isis-desperation.html #AZ…,0
430,joko mbeling,Tarmo9,749970867531059200,7/4/2016 2:19:23 PM,"RT @savicali: Di ujung Ramadhan ISIS membunuh byk sekali org. Di Istanbul, Bhagdad, Dhaka, Jeddah. Sebagian besar korbannya muslim. ISIS me…",0
431,日本太郎,PizzaLEGEND2,749938721240150016,7/4/2016 12:11:38 PM,RT @hopi_domingo: 世論を欺くアメリカとテロ組織ＩＳＩＳの見せかけの戦い   http://japanese.irib.ir/news/本日のトピック/item/48911-世論を欺くアメリカとテロ組織ｉｓｉｓの見せかけの戦い ＩＳＩＳは 、 ＣＩＡやシオニスト政権の諜報機関モサドの支援を受けて結成されており 、 軍事作戦の目的は 、 この組織を制御することにあります 。  htt…,0
432,Ibni Haneefah,_IshfaqAhmad,3344,2/6/2016 7:05,"#IPLAuction : Martin Guptil one of the finest hitters of modern times with a bace price of Rs. 50 lakh unsold, Brathwaite sold in 4.2 crores ",1
433,Sandra Boland,seb293,750032718415757312,7/4/2016 6:25:09 PM,"RT @AfarinMamosta: ISIS terrorists sent to hell, south of #Manbij pic.twitter.com/OsMEdIJKwi",0
434,Fredsters,ItsJust__Fredo,750109944003768324,7/4/2016 11:32:01 PM,"RT @palestyria: Tell me one more time that ISIS is 'Islamic ' yet bombed Muslims in the Holy Land of Medina and over 230+ souls in Iraq, dur…",0
435,Cyber Justice Team,CyberJusticeT,750031378880823296,7/4/2016 6:19:50 PM,@ajplus can not think of any other who would want to do this except ISIS khawarij,0
436,Elhaik,gege216w1,749979328390295553,7/4/2016 2:53:00 PM,RT @miladvisor: IS turns its attention to Jordan http://al-monitor.com/pulse/originals/2016/07/isis-attack-jordan-message-syria-policy.html,0
437,Râleuse,Maelisse_,749990484089643008,7/4/2016 3:37:20 PM,RT @samahsoula: #Bagdad nouveau bilan de 200 morts. C'est bilan Paris 13 nov + Airport Belgique + Istanbul. Un Désastre pour l'#Irak en gue…,0
438,John Sullivan,ZFTWARNING,750130314438070272,7/5/2016 12:52:58 AM,Malaysian police confirm nightclub blast first successful attack by ISIS on Malaysian soil http://www.straitstimes.com/asia/se-asia/malaysian-police-confirm-isis-elements-behind-nightclub-blast ,0
